04.tex	259	\ipa{[K]}	\UIPA{[ʁ]}
04.tex	259	\ipa{[z]}	\UIPA{[z]}
04.tex	259	\ipa{[K]}	\UIPA{[ʁ]}
04.tex	259	\ipa{[sINk]}	\UIPA{[sɪŋk]}
04.tex	259	\ipa{[sON]}	\UIPA{[sɔŋ]}
04.tex	270	\ipa{h@n}	\UIPA{hən}
04.tex	272	\ipa{f}	\UIPA{f}
04.tex	272	\ipa{E}	\UIPA{ɛ}
04.tex	272	\ipa{5}	\UIPA{ɐ}
04.tex	272	\ipa{g}	\UIPA{ɡ}
04.tex	272	\ipa{e}	\UIPA{e}
04.tex	272	\ipa{e}	\UIPA{e}
04.tex	272	\ipa{@}	\UIPA{ə}
04.tex	272	\ipa{@}	\UIPA{ə}
04.tex	272	\ipa{[E]}	\UIPA{[ɛ]}
04.tex	272	\ipa{[e:]}	\UIPA{[eː]}
04.tex	272	\ipa{n}	\UIPA{n}
04.tex	272	\ipa{a}	\UIPA{a}
04.tex	272	\ipa{b}	\UIPA{b}
04.tex	272	\ipa{a}	\UIPA{a}
04.tex	272	\ipa{\textcrh}	\UIPA{ħ}
04.tex	272	\ipa{a}	\UIPA{a}
04.tex	277	\ipa{[f]}	\UIPA{[f]}
04.tex	277	\ipa{[E]}	\UIPA{[ɛ]}
04.tex	277	\ipa{[5]}	\UIPA{[ɐ]}
04.tex	277	\ipa{[g]}	\UIPA{[ɡ]}
04.tex	277	\ipa{[e]}	\UIPA{[e]}
04.tex	277	\ipa{[e]}	\UIPA{[e]}
04.tex	277	\ipa{[@]}	\UIPA{[ə]}
04.tex	277	\ipa{[n]}	\UIPA{[n]}
04.tex	283	\ipa{[n]}	\UIPA{[n]}
04.tex	283	\ipa{[a]}	\UIPA{[a]}
04.tex	283	\ipa{[b]}	\UIPA{[b]}
04.tex	283	\ipa{[a]}	\UIPA{[a]}
04.tex	283	\ipa{[\textcrh]}	\UIPA{[ħ]}
04.tex	283	\ipa{[a]}	\UIPA{[a]}
04.tex	307	\ipa{[gee@n]}	\UIPA{[ɡeeən]}
04.tex	307	\ipa{[gee@n]}	\UIPA{[ɡeeən]}
04.tex	307	\ipa{gee}	\UIPA{ɡee}
04.tex	307	\ipa{gee@}	\UIPA{ɡeeə}
04.tex	307	\ipa{gee@n}	\UIPA{ɡeeən}
04.tex	307	\ipa{ee@n}	\UIPA{eeən}
04.tex	307	\ipa{e@n}	\UIPA{eən}
04.tex	307	\ipa{[g@U]}	\UIPA{[ɡəʊ]}
04.tex	321	\ipa{g}	\UIPA{ɡ}
04.tex	321	\ipa{[g]}	\UIPA{[ɡ]}
04.tex	321	\ipa{[g]}	\UIPA{[ɡ]}
04.tex	321	\ipa{[@]}	\UIPA{[ə]}
04.tex	321	\ipa{[@]}	\UIPA{[ə]}
04.tex	321	\ipa{[g]}	\UIPA{[ɡ]}
04.tex	321	\ipa{K}	\UIPA{ʁ}
04.tex	321	\ipa{z}	\UIPA{z}
04.tex	328	\ipa{g}	\UIPA{ɡ}
04.tex	328	\ipa{@}	\UIPA{ə}
04.tex	328	\ipa{f}	\UIPA{f}
04.tex	328	\ipa{K}	\UIPA{ʁ}
04.tex	328	\ipa{i}	\UIPA{i}
04.tex	328	\ipa{i}	\UIPA{i}
04.tex	328	\ipa{K}	\UIPA{ʁ}
04.tex	328	\ipa{@}	\UIPA{ə}
04.tex	328	\ipa{n}	\UIPA{n}
04.tex	329	\ipa{-}	\UIPA{-}
04.tex	329	\ipa{-}	\UIPA{-}
04.tex	329	\ipa{f}	\UIPA{f}
04.tex	329	\ipa{\*r}	\UIPA{ɹ}
04.tex	329	\ipa{i}	\UIPA{i}
04.tex	329	\ipa{i}	\UIPA{i}
04.tex	329	\ipa{z}	\UIPA{z}
04.tex	329	\ipa{-}	\UIPA{-}
04.tex	329	\ipa{-}	\UIPA{-}
04.tex	344	\ipa{[vEk@n]}	\UIPA{[vɛkən]}
04.tex	344	\ipa{[weIk]}	\UIPA{[weɪk]}
04.tex	345	\ipa{[bAk@n]}	\UIPA{[bɑkən]}
04.tex	345	\ipa{[beIk]}	\UIPA{[beɪk]}
04.tex	346	\ipa{[zE\t{ts}@n]}	\UIPA{[zɛt͡sən]}
04.tex	346	\ipa{[pleIs]}	\UIPA{[pleɪs]}
04.tex	347	\ipa{[fIS@n]}	\UIPA{[fɪʃən]}
04.tex	347	\ipa{[fIS]}	\UIPA{[fɪʃ]}
04.tex	348	\ipa{[fal@n]}	\UIPA{[falən]}
04.tex	348	\ipa{[fOOl]}	\UIPA{[fɔɔl]}
04.tex	350	\ipa{[fE5kaUf@n]}	\UIPA{[fɛɐkaʊfən]}
04.tex	350	\ipa{[sel]}	\UIPA{[sel]}
04.tex	351	\ipa{[fE5b@n]}	\UIPA{[fɛɐbən]}
04.tex	351	\ipa{[daI]}	\UIPA{[daɪ]}
04.tex	352	\ipa{[KaIniig@n]}	\UIPA{[ʁaɪniiɡən]}
04.tex	352	\ipa{[kliin]}	\UIPA{[kliin]}
04.tex	353	\ipa{[aIl@n]}	\UIPA{[aɪlən]}
04.tex	353	\ipa{[r2S]}	\UIPA{[rʌʃ]}
04.tex	354	\ipa{[\t{ts}uuh\o\o K@n]}	\UIPA{[t͡suuhøøʁən]}
04.tex	354	\ipa{[lIsn]}	\UIPA{[lɪsn]}
04.tex	368	\ipa{T}	\UIPA{θ}
04.tex	368	\ipa{a}	\UIPA{a}
04.tex	368	\ipa{l}	\UIPA{l}
04.tex	368	\ipa{-}	\UIPA{-}
04.tex	368	\ipa{\t{dZ}}	\UIPA{d͡ʒ}
04.tex	368	\ipa{T}	\UIPA{θ}
04.tex	369	\ipa{S}	\UIPA{ʃ}
04.tex	369	\ipa{E}	\UIPA{ɛ}
04.tex	369	\ipa{l}	\UIPA{l}
04.tex	369	\ipa{E}	\UIPA{ɛ}
04.tex	369	\ipa{g}	\UIPA{ɡ}
04.tex	385	\ipa{[saqaa]}	\UIPA{[saqaa]}
04.tex	385	\ipa{[hiSka]}	\UIPA{[hiʃka]}
04.tex	386	\ipa{[\textcrh asaba]}	\UIPA{[ħasaba]}
04.tex	386	\ipa{[XiSEv]}	\UIPA{[χiʃɛv]}
04.tex	387	\ipa{[saQala]}	\UIPA{[saʕala]}
04.tex	387	\ipa{[hiStaPEl]}	\UIPA{[hiʃtaʔɛl]}
04.tex	388	\ipa{[usbuuQ]}	\UIPA{[usbuuʕ]}
04.tex	388	\ipa{[SavuPa]}	\UIPA{[ʃavuʔa]}
04.tex	389	\ipa{[qariiban]}	\UIPA{[qariiban]}
04.tex	389	\ipa{[b@kaKov]}	\UIPA{[bəkaʁov]}
04.tex	391	\ipa{[ista\textcrh ama]}	\UIPA{[istaħama]}
04.tex	391	\ipa{[taval]}	\UIPA{[taval]}
04.tex	392	\ipa{[\textcrh asaaP]}	\UIPA{[ħasaaʔ]}
04.tex	392	\ipa{[maKak]}	\UIPA{[maʁak]}
04.tex	393	\ipa{[saqAt{\super Q}A]}	\UIPA{[saqɑtˤɑ]}
04.tex	393	\ipa{[nafal]}	\UIPA{[nafal]}
04.tex	394	\ipa{[\t{dZ}amaQa]}	\UIPA{[d͡ʒamaʕa]}
04.tex	394	\ipa{[asaf]}	\UIPA{[asaf]}
04.tex	395	\ipa{[SaaPa]}	\UIPA{[ʃaaʔa]}
04.tex	395	\ipa{[Ra\t{ts}a]}	\UIPA{[ɾat͡sa]}
04.tex	404	\ipa{[b]}	\UIPA{[b]}
04.tex	404	\ipa{[p]}	\UIPA{[p]}
04.tex	404	\ipa{[l]}	\UIPA{[l]}
04.tex	404	\ipa{[s]}	\UIPA{[s]}
04.tex	404	\ipa{[h]}	\UIPA{[h]}
04.tex	404	\ipa{[s]}	\UIPA{[s]}
04.tex	404	\ipa{[w]}	\UIPA{[w]}
04.tex	445	\ipa{[m]}	\UIPA{[m]}
04.tex	445	\ipa{[u]}	\UIPA{[u]}
04.tex	473	\ipa{[p]}	\UIPA{[p]}
04.tex	473	\ipa{[\t{pf}]}	\UIPA{[p͡f]}
04.tex	473	\ipa{[f]}	\UIPA{[f]}
04.tex	473	\ipa{[D]}	\UIPA{[ð]}
04.tex	473	\ipa{[d]}	\UIPA{[d]}
04.tex	473	\ipa{[t]}	\UIPA{[t]}
04.tex	473	\ipa{[\t{ts}]}	\UIPA{[t͡s]}
04.tex	473	\ipa{[s]}	\UIPA{[s]}
04.tex	473	\ipa{[z]}	\UIPA{[z]}
04.tex	473	\ipa{[s2n]}	\UIPA{[sʌn]}
04.tex	473	\ipa{[zOn@]}	\UIPA{[zɔnə]}
04.tex	473	\ipa{[v]}	\UIPA{[v]}
04.tex	473	\ipa{[b]}	\UIPA{[b]}
04.tex	473	\ipa{[gIv]}	\UIPA{[ɡɪv]}
04.tex	473	\ipa{[ge:b@n]}	\UIPA{[ɡeːbən]}
04.tex	473	\ipa{[w]}	\UIPA{[w]}
04.tex	473	\ipa{[v]}	\UIPA{[v]}
04.tex	474	\ipa{[wO:t@]}	\UIPA{[wɔːtə]}
04.tex	474	\ipa{[vas5]}	\UIPA{[vasɐ]}
04.tex	482	\ipa{[k]}	\UIPA{[k]}
04.tex	482	\ipa{[\t{ts}]}	\UIPA{[t͡s]}
04.tex	482	\ipa{[g]}	\UIPA{[ɡ]}
04.tex	482	\ipa{[\t{dz}]}	\UIPA{[d͡z]}
04.tex	482	\ipa{[V]}	\UIPA{[ʋ]}
04.tex	482	\ipa{[f]}	\UIPA{[f]}
04.tex	482	\ipa{[n]}	\UIPA{[n]}
04.tex	482	\ipa{[O]}	\UIPA{[ɔ]}
04.tex	482	\ipa{[5n]}	\UIPA{[ɐn]}
04.tex	482	\ipa{[uO]}	\UIPA{[uɔ]}
04.tex	490	\ipa{[E]}	\UIPA{[ɛ]}
04.tex	490	\ipa{[S]}	\UIPA{[ʃ]}
04.tex	490	\ipa{[n]}	\UIPA{[n]}
04.tex	490	\ipa{[c]}	\UIPA{[c]}
04.tex	490	\ipa{[n]}	\UIPA{[n]}
04.tex	490	\ipa{[c]}	\UIPA{[c]}
04.tex	491	\ipa{[cc]}	\UIPA{[cc]}
04.tex	491	\ipa{[n]}	\UIPA{[n]}
04.tex	491	\ipa{[c]}	\UIPA{[c]}
04.tex	499	\ipa{[k]}	\UIPA{[k]}
04.tex	499	\ipa{[h]}	\UIPA{[h]}
04.tex	499	\ipa{[p]}	\UIPA{[p]}
04.tex	499	\ipa{[f]}	\UIPA{[f]}
04.tex	499	\ipa{[E]}	\UIPA{[ɛ]}
04.tex	499	\ipa{[e]}	\UIPA{[e]}
04.tex	499	\ipa{[u]}	\UIPA{[u]}
04.tex	499	\ipa{[6]}	\UIPA{[ɒ]}
04.tex	500	\ipa{[\ae]}	\UIPA{[æ]}
04.tex	508	\ipa{[i]}	\UIPA{[i]}
04.tex	508	\ipa{[c]}	\UIPA{[c]}
04.tex	508	\ipa{[c]}	\UIPA{[c]}
04.tex	508	\ipa{[s]}	\UIPA{[s]}
04.tex	508	\ipa{[h]}	\UIPA{[h]}
04.tex	508	\ipa{[h]}	\UIPA{[h]}
04.tex	508	\ipa{[s]}	\UIPA{[s]}
04.tex	648	\ipa{[sOgdata]}	\UIPA{[sɔɡdata]}
04.tex	650	\ipa{[mulgogi]}	\UIPA{[mulɡoɡi]}
04.tex	652	\ipa{[balWk]}	\UIPA{[balɯk]}
04.tex	652	\ipa{[bal7k]}	\UIPA{[balɤk]}
04.tex	652	\ipa{[baliq]}	\UIPA{[baliq]}
04.tex	652	\ipa{[balWq]}	\UIPA{[balɯq]}
04.tex	652	\ipa{[pul@]}	\UIPA{[pulə]}
04.tex	653	\ipa{[bAlWg]}	\UIPA{[bɑlɯɡ]}
04.tex	653	\ipa{[bAl@q]}	\UIPA{[bɑləq]}
04.tex	653	\ipa{[baliq]}	\UIPA{[baliq]}
04.tex	653	\ipa{[balWk]}	\UIPA{[balɯk]}
04.tex	655	\ipa{[Anil]}	\UIPA{[ɑnil]}
04.tex	657	\ipa{[riba]}	\UIPA{[riba]}
04.tex	657	\ipa{[riba]}	\UIPA{[riba]}
04.tex	657	\ipa{[rIba]}	\UIPA{[rɪba]}
04.tex	657	\ipa{[R1ba]}	\UIPA{[ɾɨba]}
04.tex	657	\ipa{[rIbA]}	\UIPA{[rɪbɑ]}
04.tex	658	\ipa{[r1ba]}	\UIPA{[rɨba]}
04.tex	658	\ipa{[r1b@]}	\UIPA{[rɨbə]}
04.tex	658	\ipa{[riba]}	\UIPA{[riba]}
04.tex	658	\ipa{[riiba]}	\UIPA{[riiba]}
04.tex	660	\ipa{[arAjn]}	\UIPA{[arɑjn]}
04.tex	662	\ipa{[aalisaGaq]}	\UIPA{[aalisaɣaq]}
04.tex	662	\ipa{[al\super jKa]}	\UIPA{[alʲʁa]}
04.tex	664	\ipa{[ollo]}	\UIPA{[ollo]}
04.tex	666	\ipa{[dag]}	\UIPA{[daɡ]}
04.tex	668	\ipa{[pwasO\~{}]}	\UIPA{[pwasɔ̃]}
04.tex	668	\ipa{[p@sgOd]}	\UIPA{[pəsɡɔd]}
04.tex	670	\ipa{[ULd \super jiC]}	\UIPA{[ʊʎdʲiɕ]}
04.tex	672	\ipa{[m66hi]}	\UIPA{[mɒɒhi]}
04.tex	672	\ipa{[mAhaj]}	\UIPA{[mɑhaj]}
04.tex	672	\ipa{[m@tsj]}	\UIPA{[mətsj]}
04.tex	672	\ipa{[matsjam]}	\UIPA{[matsjam]}
04.tex	674	\ipa{[k@sag]}	\UIPA{[kəsaɡ]}
04.tex	674	\ipa{[pEsk]}	\UIPA{[pɛsk]}
04.tex	674	\ipa{[fIskYr]}	\UIPA{[fɪskʏr]}
04.tex	674	\ipa{[I@s\super Gk]}	\UIPA{[ɪəsˠk]}
04.tex	674	\ipa{[fIsk]}	\UIPA{[fɪsk]}
04.tex	675	\ipa{[pESk]}	\UIPA{[pɛʃk]}
04.tex	675	\ipa{[fesg]}	\UIPA{[fesɡ]}
04.tex	675	\ipa{[pIskIs]}	\UIPA{[pɪskɪs]}
04.tex	675	\ipa{[fIssk]}	\UIPA{[fɪssk]}
04.tex	677	\ipa{[ZUV\super jIs]}	\UIPA{[ʒʊʋʲɪs]}
04.tex	677	\ipa{[zifs]}	\UIPA{[zifs]}
04.tex	679	\ipa{[t\t{tS}uQa]}	\UIPA{[tt͡ʃuʕa]}
04.tex	681	\ipa{[besuro]}	\UIPA{[besuro]}
04.tex	683	\ipa{[m@\t{tS}\super hlii]}	\UIPA{[mət͡ʃʰlii]}
04.tex	683	\ipa{[ma\t{tS}\super h]}	\UIPA{[mat͡ʃʰ]}
04.tex	685	\ipa{[\t{dz}uk]}	\UIPA{[d͡zuk]}
04.tex	687	\ipa{[t\super hEvzi]}	\UIPA{[tʰɛvzi]}
04.tex	689	\ipa{[\t{tC}\super humO]}	\UIPA{[t͡ɕʰumɔ]}
04.tex	691	\ipa{[\t{tC}eri]}	\UIPA{[t͡ɕeri]}
04.tex	691	\ipa{[\t{tC}\super jeri]}	\UIPA{[t͡ɕʲeri]}
04.tex	691	\ipa{[\t{tS}’@r@]}	\UIPA{[t͡ʃʼərə]}
04.tex	691	\ipa{[\t{tC}eep2]}	\UIPA{[t͡ɕeepʌ]}
04.tex	691	\ipa{[\t{ts}ep]}	\UIPA{[t͡sep]}
04.tex	693	\ipa{[masi]}	\UIPA{[masi]}
04.tex	693	\ipa{[kari]}	\UIPA{[kari]}
04.tex	695	\ipa{[nimaxa]}	\UIPA{[nimaxa]}
04.tex	697	\ipa{[sakana]}	\UIPA{[sakana]}
04.tex	697	\ipa{[samak]}	\UIPA{[samak]}
04.tex	699	\ipa{[@nneen]}	\UIPA{[ənneen]}
04.tex	701	\ipa{[c\super ho]}	\UIPA{[cʰo]}
04.tex	701	\ipa{[y]}	\UIPA{[y]}
04.tex	703	\ipa{[Xul]}	\UIPA{[χul]}
04.tex	703	\ipa{[h6l]}	\UIPA{[hɒl]}
04.tex	703	\ipa{[kUOlli]}	\UIPA{[kʊɔlli]}
04.tex	703	\ipa{[kuuLL]}	\UIPA{[kuuʎʎ]}
04.tex	703	\ipa{[k0EliE]}	\UIPA{[kʉɛliɛ]}
04.tex	704	\ipa{[kol]}	\UIPA{[kol]}
04.tex	704	\ipa{[kal]}	\UIPA{[kal]}
04.tex	704	\ipa{[kol1]}	\UIPA{[kolɨ]}
04.tex	704	\ipa{[kAlA]}	\UIPA{[kɑlɑ]}
04.tex	704	\ipa{[kAlA]}	\UIPA{[kɑlɑ]}
04.tex	705	\ipa{[kAlA]}	\UIPA{[kɑlɑ]}
04.tex	705	\ipa{[q\ae l1]}	\UIPA{[qælɨ]}
04.tex	705	\ipa{[kAlA]}	\UIPA{[kɑlɑ]}
04.tex	705	\ipa{[gUuOllE]}	\UIPA{[ɡʊuɔllɛ]}
04.tex	705	\ipa{[xALA]}	\UIPA{[xɑʎɑ]}
04.tex	706	\ipa{[kal]}	\UIPA{[kal]}
04.tex	706	\ipa{[kAlA]}	\UIPA{[kɑlɑ]}
04.tex	706	\ipa{[kol]}	\UIPA{[kol]}
04.tex	706	\ipa{[kAlAA]}	\UIPA{[kɑlɑɑ]}
04.tex	706	\ipa{[kyeli]}	\UIPA{[kyeli]}
04.tex	707	\ipa{[Xu\textbeltl ]}	\UIPA{[χuɬ]}
04.tex	707	\ipa{[qAX]}	\UIPA{[qɑχ]}
04.tex	707	\ipa{[kuEll\super j9]}	\UIPA{[kuɛllʲɘ]}
04.tex	709	\ipa{[kab]}	\UIPA{[kab]}
04.tex	711	\ipa{[miinu]}	\UIPA{[miinu]}
04.tex	711	\ipa{[miin]}	\UIPA{[miin]}
04.tex	713	\ipa{[zagahaN]}	\UIPA{[zaɡahaŋ]}
04.tex	713	\ipa{[\t{ts}a\;Gas]}	\UIPA{[t͡saɢas]}
04.tex	713	\ipa{[\t{ts}a\textcrh s5n]}	\UIPA{[t͡saħsɐn]}
04.tex	715	\ipa{[\t{tC}or1g]}	\UIPA{[t͡ɕorɨɡ]}
04.tex	715	\ipa{[Ap\super hs1\t{dz}]}	\UIPA{[ɑpʰsɨd͡z]}
04.tex	717	\ipa{[@\textltailn \t{tS}]}	\UIPA{[əɲt͡ʃ]}
04.tex	719	\ipa{[fIS]}	\UIPA{[fɪʃ]}
04.tex	719	\ipa{[fIS]}	\UIPA{[fɪʃ]}
04.tex	719	\ipa{[vIs]}	\UIPA{[vɪs]}
04.tex	719	\ipa{[jiC]}	\UIPA{[jiɕ]}
04.tex	721	\ipa{[pejS@]}	\UIPA{[pejʃə]}
04.tex	721	\ipa{[pES]}	\UIPA{[pɛʃ]}
04.tex	721	\ipa{[peSSe]}	\UIPA{[peʃʃe]}
04.tex	721	\ipa{[peSte]}	\UIPA{[peʃte]}
04.tex	721	\ipa{[peT]}	\UIPA{[peθ]}
04.tex	723	\ipa{[\t{tS}awa\t{qX}]}	\UIPA{[t͡ʃawaq͡χ]}
04.tex	725	\ipa{[psari]}	\UIPA{[psari]}
04.tex	725	\ipa{[p\t{ts}a\:z@j]}	\UIPA{[pt͡saʐəj]}
04.tex	727	\ipa{[iqa\t{t\textbeltl}juk]}	\UIPA{[iqat͡ɬjuk]}
04.tex	729	\ipa{[Ked]}	\UIPA{[ʁed]}
04.tex	736	\ipa{[k]}	\UIPA{[k]}
04.tex	736	\ipa{[X]}	\UIPA{[χ]}
04.tex	736	\ipa{[h]}	\UIPA{[h]}
04.tex	736	\ipa{[qAX]}	\UIPA{[qɑχ]}
04.tex	736	\ipa{[iqa\t{t\textbeltl}juk]}	\UIPA{[iqat͡ɬjuk]}
04.tex	736	\ipa{*iqa{\textbeltl}uG}	\UIPA{*iqaɬuɣ}
04.tex	736	\ipa{[\t{tC}or1g]}	\UIPA{[t͡ɕorɨɡ]}
04.tex	737	\ipa{[\t{tS}’@r@]}	\UIPA{[t͡ʃʼərə]}
04.tex	737	\ipa{[\t{tC}eri]}	\UIPA{[t͡ɕeri]}
04.tex	739	\ipa{[sk]}	\UIPA{[sk]}
04.tex	739	\ipa{[S]}	\UIPA{[ʃ]}
04.tex	739	\ipa{[jiC]}	\UIPA{[jiɕ]}
04.tex	739	\ipa{[S]}	\UIPA{[ʃ]}
04.tex	739	\ipa{[p]}	\UIPA{[p]}
04.tex	739	\ipa{[f]}	\UIPA{[f]}
04.tex	739	\ipa{[p@sgOd]}	\UIPA{[pəsɡɔd]}
04.tex	740	\ipa{[I@s\super Gk]}	\UIPA{[ɪəsˠk]}
04.tex	742	\ipa{[tsj]}	\UIPA{[tsj]}
04.tex	742	\ipa{[\t{tS}\super h]}	\UIPA{[t͡ʃʰ]}
04.tex	742	\ipa{[kab]}	\UIPA{[kab]}
04.tex	742	\ipa{[k@sag]}	\UIPA{[kəsaɡ]}
04.tex	747	\ipa{[p\t{ts}a\:z@j]}	\UIPA{[pt͡saʐəj]}
04.tex	747	\ipa{[Ap\super hs1\t{dz}]}	\UIPA{[ɑpʰsɨd͡z]}
04.tex	747	\ipa{[besuro]}	\UIPA{[besuro]}
04.tex	749	\ipa{[@nneen]}	\UIPA{[ənneen]}
04.tex	749	\ipa{[@\textltailn \t{tS}]}	\UIPA{[əɲt͡ʃ]}
04.tex	749	\ipa{@nn@}	\UIPA{ənnə}
04.tex	749	\ipa{[al\super jKa]}	\UIPA{[alʲʁa]}
04.tex	749	\ipa{[aalisaGaq]}	\UIPA{[aalisaɣaq]}
04.tex	749	\ipa{aGula}	\UIPA{aɣula}
04.tex	749	\ipa{ol\super joG@}	\UIPA{olʲoɣə}
